save_as_filename,url
Maghnie-1986-Difficult-hGH-Treatment.pdf,https://doi.org/10.1007/BF00441862
Mahoney-1984-Diagnosing-Managing-Type-I-Type-III-GSD.pdf,https://doi.org/10.1097/00005721-198409000-00008
Marfaing-Koka-2003-Hemostatic-Proteins-GSD-Ia.pdf,https://doi.org/10.1097/00005176-200311000-00011
Matern-1999-Liver-Transplantation-Types-I-IV.pdf,https://doi.org/10.1007/pl00014320
Mather-1994-Hepatic-Ultrasound-Findings-Diseases.pdf,https://doi.org/10.1259/0007-1285-67-803-1062
Mathieu-1986-Possible-Prenatal-Diagnosis-Glycogenosis.pdf,https://doi.org/10.1007/BF01813908
Matsubara-2020-Fluorogenic-Branched-Dextrin-GDE-Assay.pdf,https://doi.org/10.1007/s10719-020-09955-7
Matthews-1993-Cardiomyopathy.pdf,https://doi.org/10.1007/BF01744800
Meerman-1997-Associated-End-stage-Cirrhosis-Hepatocellular-Carcinoma.pdf,https://doi.org/10.1002/hep.510250307
Michot-2022-Cognitive-Impairment-Severe-Heart-Failure.pdf,https://doi.org/10.1016/j.neurol.2021.09.011
Miller-1979-Radiography-Diseases.pdf,https://doi.org/10.2214/ajr.132.3.379
Mishra-2024-Mitochondrial-Dysfunction-GSD-Review.pdf,https://doi.org/10.3390/biom14091096
Moe-1970-Genetic-Studies-Glycogen-Storage-Disease-Type-3.pdf,https://doi.org/10.1111/j.1651-2227.1970.tb16803.x
Moggio-2014-Agl-Knockout-Mouse-Model.pdf,https://doi.org/10.1016/j.bbadis.2014.07.029
Moggio-2018-Glucose-Free-High-Protein-Diet-Mice.pdf,https://doi.org/10.1016/j.bbadis.2018.07.031
Moggio-2019-Agl-Knockout-Bladder-Carcinogenesis.pdf,https://doi.org/10.1093/carcin/bgy139
Monteillet-2019-Gene-Therapy-Challenges-GSD-I-III.pdf,https://doi.org/10.1089/hum.2019.102
Moses-1989-Cardiac-Involvement.pdf,https://doi.org/10.1007/BF00443106
Moses-1990-Long-term-Outcome-Diseases.pdf,https://doi.org/10.1007/BF01799498
Murase-1999-First-Causative-Missense-Mutation-G1448R.pdf,https://doi.org/10.1002/(SICI)1098-1004(199912)14:6<542::AID-HUMU15>3.0.CO;2-0
Murase-2000-Compound-Heterozygous-Identification-AGL-Mutations.pdf,https://doi.org/10.1002/1096-8628(20000731)93:3<211::AID-AJMG10>3.0.CO;2-Z
Nadjari-1989-Hepatomegaly-In-Utero-Type-III-Glycogenosis.pdf,https://doi.org/10.1111/j.1651-2227.1989.tb11182.x
Nakanishi-2000-Diabetes-Mellitus-Secondary.pdf,https://doi.org/10.1046/j.1464-5491.2000.00378.x
Nikeghbalian-2022-Liver-Transplantation-Iran.pdf,https://doi.org/10.1186/s13023-022-02284-y
Nonaka-2001-Exon-11-Skipping-Mutation-GSDIIId-Fatal.pdf,https://doi.org/10.1023/a:1012459625902
Novelli-2019-Uniparental-Isodisomy-Growth-Retardation.pdf,https://doi.org/10.1002/mgg3.634
Oguro-2002-Costello-Syndrome.pdf,https://doi.org/10.1136/jmg.39.2.e8
Ojeda-2005-GSD-III-Hepatocellular-Carcinoma-Spanish-Case.pdf,https://doi.org/10.1016/s0210-5705(05)71526-0
Okubo-1996-Donor-Splice-Site-Mutation-Debranching.pdf,https://doi.org/10.1006/bbrc.1996.1235
Olarte-1979-Debrancher-Deficiency-Neuromuscular-Disorder-Five-Adults.pdf,https://doi.org/10.1002/ana.410050504
Onal-2020-Turkish-Novel-Variants.pdf,https://doi.org/10.1111/ped.14286
Onenli-Mungan-2025-132-Patient-Hepatic-Glycogenosis-Cohort.pdf,https://doi.org/10.1186/s13023-025-03783-4
Ozand-2003-Simple-Rapid-Test-Differential-Diagnosis.pdf,https://doi.org/10.1016/s0009-8981(03)00234-1
Ozen-2007-Glycogen-Storage-Diseases-New-Perspectives.pdf,https://doi.org/10.3748/wjg.v13.i18.2541
Pact-1986-Ischemic-Exercise-Test-Normal-Adults.pdf,https://doi.org/10.1002/mus.880090305
Paschall-2021-Physical-Therapy-Whole-Body-MRI-Children.pdf,https://doi.org/10.1016/j.ymgme.2021.10.002
Petit-2018-Iranian-Cohort-Novel-Mutations.pdf,https://doi.org/10.1097/CND.0000000000000212
Pfeiffenberger-2024-Myopathy-Exacerbation-After-Transplant.pdf,https://doi.org/10.1016/j.transproceed.2024.02.020
Polychronakos-2015-Inuit-Nunavik-Whole-Exome-Founder-Mutation.pdf,https://doi.org/10.1503/cmaj.140840
Porter-1977-Portacaval-Shunt-Glycogen-Storage-Disease.pdf,https://doi.org/10.1002/9780470720363.ch16
Puzzo-2018-Liver-Muscle-Targeted-Gene-Transfer.pdf,https://doi.org/10.1016/j.ymthe.2017.12.019
Quackenbush-2018-Double-Heterozygosity-GSD-Ia-III.pdf,https://doi.org/10.1515/jpem-2017-0209
Radwan-2025-Egyptian-Monogenic-Liver-Disease-Map.pdf,https://doi.org/10.1007/s00439-025-02776-4
Ramachandran-2012-Pregnancy-Management-Single-Centre.pdf,https://doi.org/10.1007/s10545-011-9384-7
Ranganath-2017-GSD-VI-PYGL-Misdiagnosis.pdf,https://doi.org/10.1007/s13312-017-1174-3
Rhead-1983-Intraoral-Nighttime-Feeding-Attachment.pdf,https://doi.org/10.1016/0022-3913(83)90397-9
Rigoldi-2020-Dietary-Lipids-Systematic-Study.pdf,https://doi.org/10.1002/jimd.12224
Riva-2015-Lens-Opacities-GSD-I-III.pdf,https://doi.org/10.1016/j.jcjo.2015.08.008
Rodd-2005-Inuit-Children.pdf,https://doi.org/10.1503/cmaj.1031589
Roig-1990-Skin-Biopsy-Findings-Glycogenosis-Biochemical.pdf,https://doi.org/10.1002/ana.410270505
Rossi-2025-CGM-Consensus-Statement.pdf,https://doi.org/10.1002/jimd.70040
Rossiaud-2023-Three-iPSC-Lines-Generation.pdf,https://doi.org/10.1016/j.scr.2023.103214
Sanders-1984-Teenager-Hepatic-Filling-Defect.pdf,https://doi.org/10.1080/21548331.1984.11702869
Sassi-2019-Neuromuscular-Natural-History-Tunisia.pdf,https://doi.org/10.1055/s-0038-1669786
Schaub-1975-Incidence-GSD-German-Federal-Republic.pdf,https://doi.org/10.1007/BF00445157
Schrijver-2007-Ashkenazi-Carrier-Screening-Array.pdf,https://doi.org/10.2353/jmoldx.2007.060100
Simonsen-2001-Molecular-Genetic-Basis-Prevalence-Faroe.pdf,https://doi.org/10.1038/sj.ejhg.5200632
Singer-1984-Varieties-Neuromuscular-Debrancher-Deficiency.pdf,https://doi.org/10.1001/archneur.1984.04050210025008
Sival-2016-Muscle-Ultrasound-GSD-I-III.pdf,https://doi.org/10.1016/j.ultrasmedbio.2015.08.013
Slonim-1983-Amino-Acid-Disturbances-Glycogenosis-Differences.pdf,https://doi.org/10.1016/0026-0495(83)90159-2
Slonim-1984-Myopathy-Growth-Failure-Debrancher-Enzyme.pdf,https://doi.org/10.1016/s0022-3476(84)80075-x
Smit-2015-Dietary-Management-Evidence-Review.pdf,https://doi.org/10.1007/s10545-014-9756-x
Song-2017-Novel-Splice-Mutation-Siblings.pdf,https://doi.org/10.3760/cma.j.issn.1003-9406.2017.04.007
Sozmen-2010-Trace-Elements-Antioxidative-Status.pdf,https://doi.org/10.1016/j.jtemb.2009.10.004
Strande-1976-Glycogenosis-In-The-Dog-Clinical-Pathological.pdf,https://doi.org/10.1186/BF03547928
Strande-1976-Glycogenosis-Type-III-Dog-Enzyme-Studies.pdf,https://doi.org/10.1186/BF03547929
Sujatha-2010-Prenatal-Diagnosis-Indian-Family.pdf,https://doi.org/10.1007/s13312-010-0051-0
Sun-2012-Canine-Model-Characterization.pdf,https://doi.org/10.1242/dmm.009712
Sun-2015-Preclinical-Therapy-Development-Review.pdf,https://doi.org/10.2174/1566523215666150630132253
Sun-2019-Gene-Therapy-GSD-Review.pdf,https://doi.org/10.1093/hmg/ddz133
Sun-2021-Usher-Syndrome-Uniparental-Isodisomy.pdf,https://doi.org/10.1002/mgg3.1779
Sun-2025-Long-Term-Dual-Promoter-Gene-Therapy.pdf,https://doi.org/10.1155/acg2/4639392
